rank,p_sorted,y_sorted,cumulative
199,0.03125,0.0,0.0034374999999999996
200,0.03125,0.0,0.0034062499999999996
201,0.03125,0.0,0.0033749999999999995
202,0.03125,0.0,0.0033437499999999995
203,0.03125,0.0,0.0033124999999999995
204,0.03125,0.0,0.0032812499999999994
205,0.03125,0.0,0.0032499999999999994
206,0.03125,0.0,0.0032187499999999994
207,0.03125,0.0,0.0031874999999999994
208,0.03125,0.0,0.0031562499999999993
209,0.03125,0.0,0.0031249999999999993
210,0.03125,0.0,0.0030937499999999993
211,0.03125,0.0,0.0030624999999999993
212,0.03125,0.0,0.0030312499999999992
213,0.03125,0.0,0.002999999999999999
214,0.03125,0.0,0.002968749999999999
215,0.03125,0.0,0.002937499999999999
216,0.03125,0.0,0.002906249999999999
217,0.03125,0.0,0.002874999999999999
218,0.03125,0.0,0.002843749999999999
219,0.03125,0.0,0.002812499999999999
220,0.03125,1.0,0.003781249999999999
221,0.03125,0.0,0.003749999999999999
222,0.03125,0.0,0.003718749999999999
223,0.03125,0.0,0.003687499999999999
224,0.03125,0.0,0.003656249999999999
225,0.03125,0.0,0.003624999999999999
226,0.03125,0.0,0.003593749999999999
227,0.03125,0.0,0.003562499999999999
228,0.03125,0.0,0.003531249999999999
229,0.03125,0.0,0.0034999999999999988
230,0.03125,0.0,0.0034687499999999987
231,0.03125,0.0,0.0034374999999999987
232,0.03125,0.0,0.0034062499999999987
233,0.03125,0.0,0.0033749999999999987
234,0.03125,0.0,0.0033437499999999986
235,0.03125,0.0,0.0033124999999999986
236,0.03125,0.0,0.0032812499999999986
237,0.03125,0.0,0.0032499999999999985
238,0.03125,0.0,0.0032187499999999985
239,0.03125,0.0,0.0031874999999999985
240,0.0625,0.0,0.0031249999999999984
241,0.0625,0.0,0.0030624999999999984
242,0.0625,1.0,0.003999999999999998
243,0.0625,1.0,0.004937499999999998
244,0.0625,0.0,0.004874999999999998
245,0.0625,0.0,0.004812499999999998
246,0.0625,0.0,0.004749999999999998
247,0.0625,0.0,0.004687499999999998
248,0.0625,0.0,0.004624999999999998
249,0.0625,0.0,0.004562499999999998
250,0.0625,0.0,0.004499999999999998
251,0.0625,0.0,0.004437499999999998
252,0.0625,0.0,0.004374999999999998
253,0.0625,1.0,0.005312499999999998
254,0.0625,0.0,0.005249999999999998
255,0.0625,0.0,0.005187499999999998
256,0.0625,0.0,0.005124999999999998
257,0.0625,0.0,0.0050624999999999976
258,0.0625,0.0,0.0049999999999999975
259,0.0625,0.0,0.0049374999999999974
260,0.0625,0.0,0.004874999999999997
261,0.0625,0.0,0.004812499999999997
262,0.0625,0.0,0.004749999999999997
263,0.0625,0.0,0.004687499999999997
264,0.0625,0.0,0.004624999999999997
265,0.0625,0.0,0.004562499999999997
266,0.0625,0.0,0.004499999999999997
267,0.0625,0.0,0.004437499999999997
268,0.0625,0.0,0.004374999999999997
269,0.0625,0.0,0.004312499999999997
270,0.0625,0.0,0.004249999999999997
271,0.0625,0.0,0.004187499999999997
272,0.0625,0.0,0.004124999999999997
273,0.0625,0.0,0.004062499999999997
274,0.0625,0.0,0.003999999999999997
275,0.0625,0.0,0.0039374999999999966
276,0.0625,0.0,0.0038749999999999965
277,0.09375,0.0,0.0037812499999999964
278,0.09375,0.0,0.0036874999999999963
279,0.09375,1.0,0.004593749999999996
280,0.09375,1.0,0.005499999999999996
281,0.09375,0.0,0.005406249999999996
282,0.09375,1.0,0.006312499999999996
283,0.09375,0.0,0.006218749999999996
284,0.09375,0.0,0.006124999999999996
285,0.09375,0.0,0.006031249999999996
286,0.09375,0.0,0.005937499999999996
287,0.09375,0.0,0.005843749999999996
288,0.09375,1.0,0.006749999999999996
289,0.09375,1.0,0.0076562499999999955
290,0.09375,0.0,0.0075624999999999954
291,0.09375,0.0,0.007468749999999995
292,0.09375,0.0,0.007374999999999995
293,0.09375,1.0,0.008281249999999995
294,0.09375,1.0,0.009187499999999996
295,0.09375,0.0,0.009093749999999996
296,0.09375,0.0,0.008999999999999996
297,0.09375,1.0,0.009906249999999997
298,0.09375,0.0,0.009812499999999997
299,0.09375,0.0,0.009718749999999996
300,0.09375,0.0,0.009624999999999996
301,0.09375,0.0,0.009531249999999996
302,0.09375,0.0,0.009437499999999996
303,0.09375,0.0,0.009343749999999996
304,0.09375,0.0,0.009249999999999996
305,0.09375,0.0,0.009156249999999996
306,0.125,0.0,0.009031249999999996
307,0.125,1.0,0.009906249999999997
308,0.125,0.0,0.009781249999999997
309,0.125,0.0,0.009656249999999996
310,0.125,0.0,0.009531249999999996
311,0.125,0.0,0.009406249999999996
312,0.125,1.0,0.010281249999999997
313,0.125,0.0,0.010156249999999997
314,0.125,0.0,0.010031249999999997
315,0.125,0.0,0.009906249999999997
316,0.125,0.0,0.009781249999999997
317,0.125,0.0,0.009656249999999996
318,0.125,0.0,0.009531249999999996
319,0.125,0.0,0.009406249999999996
320,0.125,0.0,0.009281249999999996
321,0.125,1.0,0.010156249999999997
322,0.125,1.0,0.011031249999999998
323,0.125,1.0,0.011906249999999998
324,0.125,0.0,0.011781249999999998
325,0.125,0.0,0.011656249999999998
326,0.125,0.0,0.011531249999999998
327,0.125,0.0,0.011406249999999998
328,0.125,0.0,0.011281249999999998
329,0.125,0.0,0.011156249999999998
330,0.125,0.0,0.011031249999999998
331,0.125,0.0,0.010906249999999998
332,0.125,1.0,0.011781249999999998
333,0.125,0.0,0.011656249999999998
334,0.125,0.0,0.011531249999999998
335,0.125,1.0,0.012406249999999999
336,0.125,0.0,0.012281249999999999
337,0.125,1.0,0.01315625
338,0.125,0.0,0.01303125
339,0.125,1.0,0.01390625
340,0.125,0.0,0.01378125
341,0.125,1.0,0.014656250000000001
342,0.125,0.0,0.01453125
343,0.125,0.0,0.01440625
344,0.15625,0.0,0.01425
345,0.15625,0.0,0.01409375
346,0.15625,0.0,0.0139375
347,0.15625,0.0,0.01378125
348,0.15625,0.0,0.013625
349,0.15625,0.0,0.01346875
350,0.15625,0.0,0.0133125
351,0.15625,1.0,0.01415625
352,0.15625,1.0,0.015000000000000001
353,0.15625,0.0,0.014843750000000001
354,0.15625,0.0,0.014687500000000001
355,0.15625,0.0,0.01453125
356,0.15625,0.0,0.014375
357,0.15625,0.0,0.01421875
358,0.15625,0.0,0.0140625
359,0.15625,0.0,0.01390625
360,0.15625,0.0,0.01375
361,0.15625,0.0,0.01359375
362,0.15625,0.0,0.0134375
363,0.15625,0.0,0.01328125
364,0.15625,0.0,0.013125
365,0.15625,0.0,0.01296875
366,0.15625,0.0,0.0128125
367,0.15625,1.0,0.01365625
368,0.15625,1.0,0.0145
369,0.15625,1.0,0.015343750000000001
370,0.15625,0.0,0.015187500000000001
371,0.15625,1.0,0.01603125
372,0.15625,0.0,0.015875
373,0.15625,0.0,0.01571875
374,0.15625,0.0,0.0155625
375,0.15625,0.0,0.01540625
376,0.15625,0.0,0.01525
377,0.15625,0.0,0.01509375
378,0.15625,0.0,0.0149375
379,0.15625,1.0,0.01578125
380,0.15625,0.0,0.015625
381,0.15625,0.0,0.01546875
382,0.15625,1.0,0.0163125
383,0.15625,1.0,0.01715625
384,0.15625,0.0,0.017
385,0.15625,0.0,0.01684375
386,0.1875,0.0,0.01665625
387,0.1875,0.0,0.01646875
388,0.1875,0.0,0.01628125
389,0.1875,0.0,0.01609375
390,0.1875,1.0,0.01690625
391,0.1875,0.0,0.01671875
392,0.1875,1.0,0.01753125
393,0.1875,1.0,0.018343750000000002
394,0.1875,0.0,0.018156250000000002
395,0.1875,1.0,0.018968750000000003
396,0.1875,0.0,0.018781250000000003
397,0.1875,1.0,0.019593750000000004
398,0.1875,0.0,0.019406250000000003
399,0.1875,1.0,0.020218750000000004
400,0.1875,0.0,0.020031250000000004
401,0.1875,0.0,0.019843750000000004
402,0.1875,0.0,0.019656250000000004
403,0.1875,0.0,0.019468750000000003
404,0.1875,0.0,0.019281250000000003
405,0.1875,1.0,0.020093750000000004
406,0.1875,0.0,0.019906250000000004
407,0.1875,0.0,0.019718750000000004
408,0.1875,1.0,0.020531250000000004
409,0.1875,0.0,0.020343750000000004
410,0.1875,0.0,0.020156250000000004
411,0.1875,0.0,0.019968750000000004
412,0.1875,1.0,0.020781250000000005
413,0.1875,0.0,0.020593750000000004
414,0.1875,0.0,0.020406250000000004
415,0.1875,0.0,0.020218750000000004
416,0.1875,0.0,0.020031250000000004
417,0.1875,0.0,0.019843750000000004
418,0.1875,1.0,0.020656250000000004
419,0.1875,1.0,0.021468750000000005
420,0.1875,0.0,0.021281250000000005
421,0.1875,1.0,0.022093750000000006
422,0.1875,0.0,0.021906250000000006
423,0.1875,0.0,0.021718750000000005
424,0.1875,1.0,0.022531250000000006
425,0.1875,0.0,0.022343750000000006
426,0.1875,0.0,0.022156250000000006
427,0.1875,0.0,0.021968750000000006
428,0.1875,0.0,0.021781250000000005
429,0.1875,0.0,0.021593750000000005
430,0.1875,0.0,0.021406250000000005
431,0.1875,0.0,0.021218750000000005
432,0.1875,0.0,0.021031250000000005
433,0.1875,1.0,0.021843750000000006
434,0.1875,0.0,0.021656250000000005
435,0.1875,0.0,0.021468750000000005
436,0.1875,1.0,0.022281250000000006
437,0.1875,0.0,0.022093750000000006
438,0.1875,0.0,0.021906250000000006
439,0.1875,0.0,0.021718750000000005
440,0.1875,1.0,0.022531250000000006
441,0.1875,0.0,0.022343750000000006
442,0.1875,0.0,0.022156250000000006
443,0.1875,1.0,0.022968750000000007
444,0.1875,0.0,0.022781250000000006
445,0.1875,0.0,0.022593750000000006
446,0.1875,0.0,0.022406250000000006
447,0.1875,0.0,0.022218750000000006
448,0.1875,0.0,0.022031250000000006
449,0.1875,0.0,0.021843750000000006
450,0.1875,0.0,0.021656250000000005
451,0.1875,1.0,0.022468750000000006
452,0.21875,1.0,0.023250000000000007
453,0.21875,0.0,0.023031250000000007
454,0.21875,0.0,0.022812500000000006
455,0.21875,0.0,0.022593750000000006
456,0.21875,1.0,0.023375000000000007
457,0.21875,1.0,0.024156250000000008
458,0.21875,1.0,0.02493750000000001
459,0.21875,0.0,0.024718750000000008
460,0.21875,1.0,0.02550000000000001
461,0.21875,1.0,0.02628125000000001
462,0.21875,0.0,0.02606250000000001
463,0.21875,1.0,0.02684375000000001
464,0.21875,1.0,0.02762500000000001
465,0.21875,0.0,0.02740625000000001
466,0.21875,0.0,0.02718750000000001
467,0.21875,1.0,0.02796875000000001
468,0.21875,1.0,0.02875000000000001
469,0.21875,0.0,0.02853125000000001
470,0.21875,0.0,0.02831250000000001
471,0.21875,1.0,0.029093750000000012
472,0.21875,0.0,0.028875000000000012
473,0.21875,1.0,0.029656250000000012
474,0.21875,1.0,0.030437500000000013
475,0.21875,0.0,0.030218750000000013
476,0.21875,0.0,0.030000000000000013
477,0.21875,1.0,0.030781250000000013
478,0.21875,0.0,0.030562500000000013
479,0.21875,1.0,0.03134375000000001
480,0.21875,0.0,0.03112500000000001
481,0.21875,1.0,0.03190625000000001
482,0.21875,0.0,0.031687500000000014
483,0.21875,0.0,0.03146875000000002
484,0.21875,0.0,0.03125000000000002
485,0.21875,0.0,0.03103125000000002
486,0.21875,0.0,0.03081250000000002
487,0.21875,0.0,0.03059375000000002
488,0.21875,1.0,0.03137500000000002
489,0.21875,1.0,0.03215625000000002
490,0.21875,1.0,0.032937500000000015
491,0.21875,1.0,0.03371875000000001
492,0.21875,1.0,0.03450000000000001
493,0.21875,1.0,0.03528125000000001
494,0.21875,0.0,0.03506250000000001
495,0.21875,0.0,0.034843750000000014
496,0.21875,0.0,0.03462500000000002
497,0.21875,1.0,0.035406250000000014
498,0.21875,1.0,0.03618750000000001
499,0.21875,0.0,0.035968750000000015
500,0.21875,1.0,0.03675000000000001
501,0.21875,1.0,0.03753125000000001
502,0.21875,0.0,0.03731250000000001
503,0.21875,0.0,0.037093750000000016
504,0.21875,1.0,0.03787500000000001
505,0.21875,0.0,0.037656250000000016
506,0.21875,1.0,0.03843750000000001
507,0.21875,1.0,0.03921875000000001
508,0.21875,0.0,0.039000000000000014
509,0.21875,0.0,0.03878125000000002
510,0.21875,0.0,0.03856250000000002
511,0.21875,0.0,0.038343750000000024
512,0.21875,0.0,0.03812500000000003
513,0.25,0.0,0.03787500000000003
514,0.25,1.0,0.03862500000000003
515,0.25,0.0,0.03837500000000003
516,0.25,1.0,0.03912500000000003
517,0.25,1.0,0.03987500000000003
518,0.25,0.0,0.03962500000000003
519,0.25,0.0,0.03937500000000003
520,0.25,1.0,0.04012500000000003
521,0.25,1.0,0.04087500000000003
522,0.25,1.0,0.04162500000000003
523,0.25,0.0,0.04137500000000003
524,0.25,0.0,0.04112500000000003
525,0.25,1.0,0.04187500000000003
526,0.25,0.0,0.04162500000000003
527,0.25,0.0,0.04137500000000003
528,0.25,1.0,0.04212500000000003
529,0.25,0.0,0.04187500000000003
530,0.25,0.0,0.04162500000000003
531,0.25,1.0,0.04237500000000003
532,0.25,0.0,0.04212500000000003
533,0.25,1.0,0.04287500000000003
534,0.25,1.0,0.04362500000000003
535,0.25,1.0,0.04437500000000003
536,0.25,0.0,0.04412500000000003
537,0.25,0.0,0.04387500000000003
538,0.25,0.0,0.04362500000000003
539,0.25,1.0,0.04437500000000003
540,0.25,0.0,0.04412500000000003
541,0.25,0.0,0.04387500000000003
542,0.25,1.0,0.04462500000000003
543,0.25,0.0,0.04437500000000003
544,0.25,0.0,0.04412500000000003
545,0.25,0.0,0.04387500000000003
546,0.25,1.0,0.04462500000000003
547,0.25,1.0,0.04537500000000003
548,0.25,0.0,0.04512500000000003
549,0.25,1.0,0.045875000000000034
550,0.25,1.0,0.046625000000000034
551,0.25,1.0,0.047375000000000035
552,0.25,0.0,0.047125000000000035
553,0.25,0.0,0.046875000000000035
554,0.25,1.0,0.047625000000000035
555,0.25,1.0,0.048375000000000036
556,0.25,1.0,0.04912500000000004
557,0.25,1.0,0.04987500000000004
558,0.25,0.0,0.04962500000000004
559,0.25,0.0,0.04937500000000004
560,0.25,1.0,0.05012500000000004
561,0.25,1.0,0.05087500000000004
562,0.25,1.0,0.05162500000000004
563,0.25,0.0,0.05137500000000004
564,0.25,0.0,0.05112500000000004
565,0.25,0.0,0.05087500000000004
566,0.25,1.0,0.05162500000000004
567,0.25,0.0,0.05137500000000004
568,0.25,1.0,0.05212500000000004
569,0.25,1.0,0.05287500000000004
570,0.25,0.0,0.05262500000000004
571,0.25,0.0,0.05237500000000004
572,0.25,1.0,0.05312500000000004
573,0.25,1.0,0.05387500000000004
574,0.25,1.0,0.05462500000000004
575,0.25,0.0,0.05437500000000004
576,0.25,1.0,0.05512500000000004
577,0.25,1.0,0.05587500000000004
578,0.28125,1.0,0.05659375000000004
579,0.28125,1.0,0.05731250000000004
580,0.28125,1.0,0.058031250000000034
581,0.28125,1.0,0.05875000000000003
582,0.28125,0.0,0.058468750000000035
583,0.28125,1.0,0.05918750000000003
584,0.28125,0.0,0.058906250000000035
585,0.28125,1.0,0.05962500000000003
586,0.28125,0.0,0.059343750000000035
587,0.28125,0.0,0.05906250000000004
588,0.28125,1.0,0.059781250000000036
589,0.28125,1.0,0.06050000000000003
590,0.28125,1.0,0.06121875000000003
591,0.28125,0.0,0.06093750000000003
592,0.28125,1.0,0.06165625000000003
593,0.28125,1.0,0.06237500000000003
594,0.28125,0.0,0.06209375000000003
595,0.28125,0.0,0.061812500000000034
596,0.28125,1.0,0.06253125000000004
597,0.28125,1.0,0.06325000000000004
598,0.28125,0.0,0.06296875000000005
599,0.28125,1.0,0.06368750000000005
600,0.28125,1.0,0.06440625000000005
601,0.28125,1.0,0.06512500000000006
602,0.28125,1.0,0.06584375000000006
603,0.28125,1.0,0.06656250000000007
604,0.28125,1.0,0.06728125000000007
605,0.28125,1.0,0.06800000000000007
606,0.28125,1.0,0.06871875000000008
607,0.28125,0.0,0.06843750000000008
608,0.28125,0.0,0.06815625000000008
609,0.28125,0.0,0.06787500000000009
610,0.28125,1.0,0.06859375000000009
611,0.28125,0.0,0.0683125000000001
612,0.28125,0.0,0.0680312500000001
613,0.28125,0.0,0.0677500000000001
614,0.28125,0.0,0.0674687500000001
615,0.28125,0.0,0.06718750000000011
616,0.28125,1.0,0.06790625000000011
617,0.28125,1.0,0.06862500000000012
618,0.28125,0.0,0.06834375000000012
619,0.28125,0.0,0.06806250000000012
620,0.28125,0.0,0.06778125000000013
621,0.28125,0.0,0.06750000000000013
622,0.28125,0.0,0.06721875000000013
623,0.28125,1.0,0.06793750000000014
624,0.28125,1.0,0.06865625000000014
625,0.28125,1.0,0.06937500000000014
626,0.28125,0.0,0.06909375000000015
627,0.28125,1.0,0.06981250000000015
628,0.28125,0.0,0.06953125000000016
629,0.28125,1.0,0.07025000000000016
630,0.28125,1.0,0.07096875000000016
631,0.28125,1.0,0.07168750000000017
632,0.28125,0.0,0.07140625000000017
633,0.28125,0.0,0.07112500000000017
634,0.28125,0.0,0.07084375000000018
635,0.28125,1.0,0.07156250000000018
636,0.28125,1.0,0.07228125000000019
637,0.28125,1.0,0.07300000000000019
638,0.28125,0.0,0.07271875000000019
639,0.28125,1.0,0.0734375000000002
640,0.28125,0.0,0.0731562500000002
641,0.28125,1.0,0.0738750000000002
642,0.28125,1.0,0.07459375000000021
643,0.28125,0.0,0.07431250000000021
644,0.28125,0.0,0.07403125000000021
645,0.28125,1.0,0.07475000000000022
646,0.28125,1.0,0.07546875000000022
647,0.28125,0.0,0.07518750000000023
648,0.28125,1.0,0.07590625000000023
649,0.3125,1.0,0.07659375000000022
650,0.3125,0.0,0.07628125000000023
651,0.3125,1.0,0.07696875000000022
652,0.3125,0.0,0.07665625000000023
653,0.3125,0.0,0.07634375000000024
654,0.3125,1.0,0.07703125000000023
655,0.3125,1.0,0.07771875000000023
656,0.3125,1.0,0.07840625000000022
657,0.3125,1.0,0.07909375000000021
658,0.3125,0.0,0.07878125000000022
659,0.3125,1.0,0.07946875000000021
660,0.3125,0.0,0.07915625000000022
661,0.3125,1.0,0.07984375000000021
662,0.3125,1.0,0.0805312500000002
663,0.3125,0.0,0.08021875000000021
664,0.3125,0.0,0.07990625000000022
665,0.3125,0.0,0.07959375000000023
666,0.3125,0.0,0.07928125000000023
667,0.3125,1.0,0.07996875000000023
668,0.3125,0.0,0.07965625000000023
669,0.3125,0.0,0.07934375000000024
670,0.3125,1.0,0.08003125000000023
671,0.3125,1.0,0.08071875000000023
672,0.3125,1.0,0.08140625000000022
673,0.3125,0.0,0.08109375000000023
674,0.3125,0.0,0.08078125000000023
675,0.3125,1.0,0.08146875000000023
676,0.3125,0.0,0.08115625000000024
677,0.3125,1.0,0.08184375000000023
678,0.3125,1.0,0.08253125000000022
679,0.3125,0.0,0.08221875000000023
680,0.3125,1.0,0.08290625000000022
681,0.3125,1.0,0.08359375000000022
682,0.3125,0.0,0.08328125000000022
683,0.3125,1.0,0.08396875000000022
684,0.3125,0.0,0.08365625000000022
685,0.3125,1.0,0.08434375000000022
686,0.3125,1.0,0.08503125000000021
687,0.3125,1.0,0.0857187500000002
688,0.3125,1.0,0.0864062500000002
689,0.3125,0.0,0.0860937500000002
690,0.3125,0.0,0.08578125000000021
691,0.3125,0.0,0.08546875000000022
692,0.3125,0.0,0.08515625000000022
693,0.3125,0.0,0.08484375000000023
694,0.3125,0.0,0.08453125000000024
695,0.3125,0.0,0.08421875000000024
696,0.3125,1.0,0.08490625000000024
697,0.3125,1.0,0.08559375000000023
698,0.3125,0.0,0.08528125000000024
699,0.3125,0.0,0.08496875000000025
700,0.3125,1.0,0.08565625000000024
701,0.3125,1.0,0.08634375000000023
702,0.3125,1.0,0.08703125000000023
703,0.3125,1.0,0.08771875000000022
704,0.3125,0.0,0.08740625000000023
705,0.3125,1.0,0.08809375000000022
706,0.3125,0.0,0.08778125000000023
707,0.3125,0.0,0.08746875000000023
708,0.3125,0.0,0.08715625000000024
709,0.3125,1.0,0.08784375000000023
710,0.3125,1.0,0.08853125000000023
711,0.3125,1.0,0.08921875000000022
712,0.3125,0.0,0.08890625000000023
713,0.3125,1.0,0.08959375000000022
714,0.3125,0.0,0.08928125000000023
715,0.3125,0.0,0.08896875000000024
716,0.3125,1.0,0.08965625000000023
717,0.34375,1.0,0.09031250000000023
718,0.34375,1.0,0.09096875000000022
719,0.34375,1.0,0.09162500000000022
720,0.34375,1.0,0.09228125000000022
721,0.34375,0.0,0.09193750000000021
722,0.34375,1.0,0.09259375000000021
723,0.34375,0.0,0.0922500000000002
724,0.34375,1.0,0.0929062500000002
725,0.34375,0.0,0.0925625000000002
726,0.34375,0.0,0.0922187500000002
727,0.34375,0.0,0.09187500000000019
728,0.34375,0.0,0.09153125000000019
729,0.34375,0.0,0.09118750000000019
730,0.34375,1.0,0.09184375000000018
731,0.34375,1.0,0.09250000000000018
732,0.34375,1.0,0.09315625000000018
733,0.34375,0.0,0.09281250000000017
734,0.34375,1.0,0.09346875000000017
735,0.34375,0.0,0.09312500000000017
736,0.34375,0.0,0.09278125000000016
737,0.34375,1.0,0.09343750000000016
738,0.34375,1.0,0.09409375000000016
739,0.34375,0.0,0.09375000000000015
740,0.34375,1.0,0.09440625000000015
741,0.34375,0.0,0.09406250000000015
742,0.34375,0.0,0.09371875000000014
743,0.34375,1.0,0.09437500000000014
744,0.34375,0.0,0.09403125000000014
745,0.34375,1.0,0.09468750000000013
746,0.34375,1.0,0.09534375000000013
747,0.34375,1.0,0.09600000000000013
748,0.34375,1.0,0.09665625000000012
749,0.34375,1.0,0.09731250000000012
750,0.34375,1.0,0.09796875000000012
751,0.34375,1.0,0.09862500000000012
752,0.34375,1.0,0.09928125000000011
753,0.34375,0.0,0.09893750000000011
754,0.34375,1.0,0.0995937500000001
755,0.34375,1.0,0.1002500000000001
756,0.34375,1.0,0.1009062500000001
757,0.34375,0.0,0.1005625000000001
758,0.34375,0.0,0.10021875000000009
759,0.34375,0.0,0.09987500000000009
760,0.34375,0.0,0.09953125000000008
761,0.34375,1.0,0.10018750000000008
762,0.34375,0.0,0.09984375000000008
763,0.34375,1.0,0.10050000000000008
764,0.34375,1.0,0.10115625000000007
