sample_index,flight_id,p_hat,y_true,d_truth_to_center_m,mean_sample_to_center_m,bin_id_equal_width,bin_id_equal_count
23218,24/08/19_TVS6N7_5532,0.1875,0.0,126.90177917480469,118.48644256591797,1,3
20731,24/05/20_JAF745_2134,0.0,1.0,15.508062362670898,199.42388916015625,0,0
39555,24/08/16_VLG5WE_575,0.0,0.0,329.8102722167969,455.664794921875,0,0
147506,24/06/24_NJE384F_5686,0.25,0.0,51.60002517700195,148.64541625976562,2,4
314215,24/12/17_EZY45DM_2143,0.1875,0.0,103.32745361328125,178.5701904296875,1,3
190913,24/04/29_TAP557H_4835,0.34375,1.0,13.937920570373535,116.87239074707031,3,6
296715,24/11/21_DFRRR_1685,0.1875,0.0,118.25456237792969,275.5160217285156,1,3
141482,24/10/24_DLH95T_2178,0.375,1.0,30.557579040527344,69.09226989746094,3,7
49119,24/06/06_VLG45FT_617,0.15625,0.0,69.3000717163086,182.68600463867188,1,2
208005,24/06/08_GAC265E_3818,0.0,0.0,220.15463256835938,403.716064453125,0,0
357337,24/07/24_AUA47B_4564,0.3125,1.0,42.75018310546875,200.112060546875,3,6
391118,24/07/28_N155RW_8801,0.3125,0.0,70.24210357666016,143.77685546875,3,6
358922,24/02/17_RYR5477_5599,0.34375,1.0,6.72681188583374,99.38679504394531,3,6
114136,24/09/10_EJU71TQ_4027,0.0,0.0,510.3612976074219,236.17247009277344,0,0
65706,24/01/30_DLH1843_1459,0.0,0.0,131.45704650878906,276.04852294921875,0,0
363838,24/02/16_ITL201_198,0.5,1.0,20.676450729370117,62.911109924316406,5,8
28871,24/06/09_EZY47CV_3099,0.0,0.0,64.86825561523438,396.5137939453125,0,0
224830,24/05/25_CTN52R_7720,0.375,1.0,41.10523986816406,96.97030639648438,3,7
99085,24/03/30_ITY149_4983,0.1875,0.0,351.5640869140625,172.518798828125,1,3
257076,24/08/29_BAW53YR_3638,0.28125,1.0,22.530881881713867,101.03195190429688,2,5
226523,24/05/13_VLG69UM_8874,0.4375,0.0,161.27944946289062,85.34581756591797,4,8
381071,24/10/31_EXS78NL_2406,0.46875,1.0,9.414085388183594,65.37091064453125,4,8
202954,24/10/20_RYR6RN_10827,0.03125,0.0,2085.31298828125,438.80859375,0,1
370109,24/07/24_AFR71JB_1392,0.0,0.0,104.85525512695312,246.0544891357422,0,0
317625,24/09/18_MBU6584_9239,0.1875,1.0,6.833968639373779,149.08889770507812,1,3
189980,24/06/18_BEL3UB_4685,0.125,0.0,213.2666015625,158.6376953125,1,2
346725,24/01/07_EDW84_3701,0.03125,0.0,67.12348937988281,159.36798095703125,0,1
215008,24/09/18_AFR56VV_1574,0.3125,1.0,38.0963020324707,117.37098693847656,3,6
358313,24/09/13_EJU48KY_4088,0.34375,1.0,4.881405830383301,87.74729919433594,3,6
100074,24/10/24_RYR99DJ_7929,0.375,1.0,38.694313049316406,82.29754638671875,3,7
66465,24/05/27_ELG52T_2836,0.46875,1.0,13.48900032043457,81.37655639648438,4,8
359345,24/06/19_LOT4YJ_5440,0.375,1.0,30.156105041503906,118.96745300292969,3,7
327506,24/08/19_EDW439_6082,0.0,0.0,567.1995849609375,663.4947509765625,0,0
143393,24/09/19_ITY159_8011,0.28125,1.0,12.186698913574219,91.1204605102539,2,5
10817,24/06/30_RYR2438_7013,0.1875,0.0,99.02217102050781,119.2332534790039,1,3
252178,24/06/22_AEA1518_800,0.25,1.0,30.888914108276367,113.7821273803711,2,4
384627,24/05/05_EJU3859_3559,0.3125,0.0,81.09147644042969,91.70591735839844,3,6
387512,24/02/16_RYR95JU_5009,0.46875,1.0,40.4870719909668,99.28843688964844,4,8
366149,24/08/08_IBE32FF_869,0.28125,1.0,9.612004280090332,75.856201171875,2,5
12872,24/01/30_MEA212_5233,0.40625,1.0,47.374176025390625,108.3971176147461,4,7
119488,24/05/13_AFR98HR_1566,0.34375,1.0,24.724735260009766,93.35955810546875,3,6
347998,24/03/31_AFR23HH_833,0.28125,1.0,29.633174896240234,103.91413116455078,2,5
15506,24/08/23_EVA088_10243,0.125,1.0,19.951894760131836,144.9434356689453,1,2
131539,24/09/30_RYR4VE_8427,0.34375,0.0,56.10551071166992,75.72789764404297,3,6
65757,24/05/09_SWR9EK_8549,0.28125,0.0,97.13135528564453,194.5340118408203,2,5
211905,24/08/29_ABR8XP_8372,0.21875,1.0,34.37590789794922,151.88714599609375,2,4
112108,24/05/27_EXS57G_3329,0.1875,1.0,42.85002899169922,206.04476928710938,1,3
209782,24/09/23_AFR48HU_1589,0.5,0.0,158.0381622314453,68.6025161743164,5,8
154749,24/06/18_DLH32A_2406,0.46875,0.0,81.70880126953125,108.94027709960938,4,8
290452,24/05/27_VJT423_8662,0.0,0.0,109.77279663085938,282.0643615722656,0,0
68724,24/08/30_DLH44E_2692,0.0,0.0,197.58541870117188,818.2060546875,0,0
141498,24/04/04_EZS84ZD_4610,0.0,0.0,78.0196304321289,389.975341796875,0,0
295068,24/06/06_EJU89KF_4287,0.0,0.0,159.2655487060547,448.8265075683594,0,0
34840,24/09/10_ITL201_271,0.34375,1.0,29.766801834106445,80.44679260253906,3,6
137645,24/05/23_RYR86MJ_8217,0.40625,1.0,24.82343864440918,65.8611831665039,4,7
124552,24/05/27_AFR27VR_992,0.1875,1.0,40.6724739074707,118.56443786621094,1,3
72935,24/02/04_RYR66UL_4513,0.40625,1.0,48.065059661865234,95.26342010498047,4,7
61983,24/08/08_NJE309H_5648,0.1875,0.0,65.23479461669922,202.7421875,1,3
73698,24/09/21_DLH53F_2063,0.21875,0.0,773.6343383789062,208.2473907470703,2,4
308783,24/10/18_THY70V_8288,0.34375,0.0,56.30552673339844,122.21450805664062,3,6
272347,24/05/27_RYR4KP_7067,0.125,0.0,316.6957702636719,136.53067016601562,1,2
246477,24/08/29_EWG8DM_2265,0.34375,1.0,39.98300552368164,157.31851196289062,3,6
49012,24/08/13_PGT950_6787,0.03125,0.0,71.87804412841797,214.4359893798828,0,1
5789,24/10/18_LBT508_126,0.03125,0.0,215.30239868164062,410.1285095214844,0,1
70967,24/04/29_CFG2YX_1957,0.34375,0.0,129.01992797851562,102.83219909667969,3,6
153938,24/03/06_AUA576S_2105,0.15625,0.0,159.66390991210938,268.32550048828125,1,2
62414,24/11/25_THY2PY_4767,0.15625,0.0,82.71373748779297,148.92713928222656,1,2
393318,24/03/30_DLH73Y_1219,0.03125,0.0,1568.48193359375,218.85693359375,0,1
380078,24/09/13_TAP935_5479,0.0625,0.0,179.20745849609375,215.5455780029297,0,1
111220,24/07/29_TUI1EB_2603,0.0,0.0,126.23094177246094,291.4835205078125,0,0
71917,24/10/20_EWG5E_2927,0.1875,1.0,43.820655822753906,179.34365844726562,1,3
305832,24/06/18_IBE3475_622,0.25,0.0,136.1768798828125,132.66932678222656,2,4
323107,24/10/24_AFR75SG_1118,0.1875,0.0,149.30218505859375,189.65672302246094,1,3
168838,24/12/17_SWR24C_3633,0.15625,0.0,136.8937225341797,170.31668090820312,1,2
352229,24/06/10_CFG2AE_2067,0.3125,0.0,93.80065155029297,96.81832885742188,3,6
179310,24/09/10_GSM07X_8832,0.03125,0.0,398.1488342285156,822.1612548828125,0,1
265501,24/08/23_EDW266N_6370,0.21875,0.0,206.1139373779297,96.8679428100586,2,4
120115,24/07/28_EJU72QE_4053,0.0,0.0,199.15838623046875,358.8061828613281,0,0
137242,24/12/21_TUI7LX_1771,0.0,0.0,283.9182434082031,340.81982421875,0,0
168255,24/09/23_EZY53XT_3343,0.28125,1.0,17.269916534423828,162.3437957763672,2,5
297387,24/05/31_DLA5LL_359,0.5,1.0,18.463224411010742,62.932525634765625,5,8
26378,24/03/31_RYR11PR_5528,0.15625,0.0,114.96765899658203,150.27828979492188,1,2
105171,24/06/24_DLH98P_2246,0.03125,0.0,523.3555297851562,442.72418212890625,0,1
72798,24/05/05_NOZ47E_4371,0.0625,0.0,341.0283203125,133.76438903808594,0,1
236909,24/12/20_BAW74E_3048,0.0,0.0,487.5174255371094,246.69601440429688,0,0
12581,24/03/31_MLH9905_5864,0.03125,0.0,206.30018615722656,334.81378173828125,0,1
271726,24/07/28_RYR9GU_7519,0.28125,0.0,181.6349334716797,170.32174682617188,2,5
193012,24/05/09_BCS729P_2245,0.5625,1.0,5.550900936126709,53.17491912841797,5,8
209080,24/04/08_EJU74BK_3403,0.21875,0.0,182.81480407714844,188.4311065673828,2,4
17732,24/06/30_CTN52R_8956,0.3125,1.0,18.03858757019043,90.08804321289062,3,6
99649,24/10/16_BAW47X_3241,0.28125,1.0,6.399462699890137,87.97901916503906,2,5
261507,24/08/13_DLH55U_2374,0.5,1.0,16.601957321166992,66.18202209472656,5,8
90866,24/06/09_RYR43BT_7635,0.375,1.0,18.38180160522461,78.1092529296875,3,7
63511,24/06/08_EWG2JH_7674,0.0,0.0,361.7044677734375,591.2127075195312,0,0
231710,24/08/08_WZZ9VN_9218,0.15625,0.0,136.875,156.9058380126953,1,2
3459,24/09/05_TOM70M_3190,0.1875,1.0,48.48517990112305,112.47492218017578,1,3
186689,24/07/29_UAL416_10156,0.1875,0.0,118.56465911865234,152.82223510742188,1,3
398163,24/03/30_SWR9WH_3741,0.0,0.0,641.944091796875,747.7108764648438,0,0
344196,24/05/27_OOGSP_4339,0.25,1.0,26.993343353271484,96.79082489013672,2,4
54451,24/12/24_VTTUS_4087,0.09375,0.0,342.9839782714844,269.9251708984375,0,2
56249,24/01/07_TAP823_3273,0.4375,0.0,166.71458435058594,100.47066497802734,4,8
30414,24/02/16_BAW63VP_2332,0.46875,1.0,28.55914878845215,61.011600494384766,4,8
127595,24/08/13_SWR2HE_5586,0.09375,0.0,85.34928131103516,175.15872192382812,0,2
363274,24/10/24_AFR652_986,0.1875,1.0,41.764217376708984,135.4327392578125,1,3
78631,24/09/30_TOM16M_3708,0.40625,0.0,107.79871368408203,80.5660400390625,4,7
140636,24/05/23_KLM53F_4743,0.0,0.0,265.3198547363281,459.3668212890625,0,0
236832,24/10/20_AFR35PY_2465,0.03125,0.0,145.4033203125,436.22772216796875,0,1
64863,24/05/27_SWR245T_5934,0.25,1.0,13.055769920349121,255.61721801757812,2,4
79421,24/09/05_AFR32AX_903,0.4375,1.0,44.74930191040039,72.57966613769531,4,8
